node,collocate,cooc,coll_freq,logDice,register
conversation,develop,13,174,9.053,other
conversation,lead,12,118,9.042,other
conversation,relation,11,60,9.033,other
conversation,well,12,124,9.03,other
conversation,effectively,12,129,9.021,other
conversation,generation,14,258,9.016,other
conversation,representation,13,196,9.014,instrumental
conversation,semantic,13,207,8.995,other
conversation,process,13,210,8.99,other
conversation,effective,12,148,8.985,other
conversation,understanding,11,91,8.97,other
conversation,demonstrate,14,290,8.965,other
conversation,customer,11,97,8.958,other
conversation,experiment,14,300,8.949,other
conversation,external,11,106,8.94,other
conversation,mention,10,42,8.934,other
conversation,construct,11,115,8.922,other
conversation,explore,11,128,8.897,other
conversation,conversational,42,2285,8.884,other
conversation,implicit,10,68,8.879,other
conversation,limited,10,75,8.865,other
conversation,attribute,13,286,8.864,instrumental
conversation,novel,12,218,8.86,other
conversation,consider,11,151,8.854,other
conversation,learn,12,224,8.85,instrumental
conversation,domain,13,298,8.846,other
conversation,extensive,11,161,8.836,other
conversation,work,12,236,8.83,other
conversation,state,12,239,8.825,other
conversation,use,12,242,8.82,other
conversation,historical,10,98,8.818,other
conversation,plan,9,27,8.815,other
conversation,flow,9,28,8.812,other
conversation,informative,9,29,8.81,other
conversation,result,14,404,8.796,other
conversation,represent,9,54,8.756,other
conversation,training,10,147,8.724,other
conversation,integrate,10,152,8.715,other
conversation,achieve,10,153,8.713,other
conversation,improve,12,334,8.675,other
conversation,utterance,9,94,8.674,other
conversation,professional,8,18,8.665,other
conversation,policy,9,101,8.66,instrumental
conversation,dataset,14,517,8.646,other
conversation,action,9,112,8.639,other
conversation,study,12,360,8.637,other
conversation,feedback,12,377,8.612,instrumental
conversation,observe,8,44,8.608,other
conversation,consist,8,45,8.606,other
conversation,understand,9,131,8.602,other
conversation,infer,8,49,8.597,other
conversation,enable,9,148,8.57,other
conversation,personalized,9,149,8.568,other
conversation,method,13,502,8.558,other
conversation,relate,8,69,8.555,other
conversation,scenario,9,157,8.553,other
conversation,paper,12,425,8.545,other
conversation,lack,8,85,8.522,other
conversation,rely,8,85,8.522,other
conversation,agent,10,268,8.515,other
conversation,drive,8,89,8.514,other
conversation,support,9,182,8.508,other
conversation,potential,9,190,8.494,other
conversation,guide,8,101,8.49,other
conversation,shift,7,19,8.47,other
conversation,incorporate,8,120,8.453,other
conversation,mean,7,29,8.448,other
conversation,prefer,7,32,8.441,other
conversation,term,9,225,8.434,other
conversation,know,7,42,8.419,other
conversation,mainly,7,46,8.411,other
conversation,specific,8,145,8.406,other
conversation,address,9,252,8.389,other
conversation,similar,7,60,8.381,other
conversation,role,7,62,8.377,other
conversation,systems,10,358,8.376,other
conversation,challenge,9,264,8.369,other
conversation,express,7,73,8.354,other
conversation,good,7,79,8.342,other
conversation,identify,7,83,8.334,other
conversation,facilitate,7,84,8.332,other
conversation,order,7,86,8.328,other
conversation,single,7,87,8.326,other
conversation,time,8,190,8.324,other
conversation,suggest,7,93,8.313,other
conversation,association,7,94,8.311,other
conversation,diverse,7,94,8.311,other
conversation,new,8,205,8.298,other
conversation,previous,7,103,8.294,other
conversation,learning,10,425,8.282,instrumental
conversation,movie,7,110,8.28,other
conversation,interact,7,116,8.268,other
conversation,few,6,15,8.256,other
conversation,characterize,6,15,8.256,other
conversation,initiate,6,23,8.238,other
conversation,intent,7,132,8.237,instrumental
conversation,significant,7,132,8.237,other
conversation,topic,7,134,8.234,other
conversation,relevant,7,137,8.228,other
conversation,annotation,6,31,8.221,other
conversation,employ,7,143,8.217,other
conversation,corpus,6,37,8.208,other
conversation,ignore,6,38,8.206,other
conversation,llm,8,261,8.204,other
conversation,typically,6,39,8.203,other
conversation,path,6,44,8.193,other
conversation,acm,7,168,8.171,other
conversation,collect,6,56,8.167,other
conversation,step,6,59,8.161,other
conversation,stage,6,62,8.155,other
conversation,comprehensive,6,62,8.155,other
conversation,problem,7,182,8.146,other
conversation,accurate,6,74,8.13,other
conversation,kg,6,75,8.128,other
conversation,extract,6,77,8.123,instrumental
conversation,predict,6,81,8.115,instrumental
conversation,aspect,6,97,8.083,other
conversation,mechanism,6,97,8.083,other
conversation,conduct,6,116,8.046,other
conversation,search,6,126,8.027,other
conversation,chatbot,6,127,8.025,other
conversation,behavior,6,134,8.011,other
conversation,collaborative,6,138,8.004,other
conversation,fine,6,143,7.994,other
conversation,prompt,6,147,7.987,other
conversation,unstructured,5,18,7.987,other
conversation,framework,8,411,7.979,other
conversation,multiple,6,152,7.978,other
conversation,set,6,155,7.972,other
conversation,successful,5,25,7.971,other
conversation,key,6,158,7.967,other
conversation,reflect,5,27,7.967,other
conversation,author,6,159,7.965,other
conversation,annotate,5,28,7.964,other
conversation,focus,6,161,7.961,other
conversation,change,5,31,7.958,other
conversation,make,6,163,7.957,other
conversation,major,5,32,7.956,other
conversation,template,5,32,7.956,other
conversation,explicitly,5,32,7.956,other
conversation,accuracy,6,166,7.952,other
conversation,retrieval,6,171,7.943,other
conversation,center,5,42,7.934,other
conversation,objective,5,43,7.932,other
conversation,acquire,5,43,7.932,other
conversation,evaluate,6,179,7.929,other
conversation,label,5,47,7.923,other
conversation,augment,5,48,7.921,other
conversation,static,5,50,7.917,other
conversation,suitable,5,51,7.915,other
conversation,reveal,5,52,7.913,other
conversation,product,8,464,7.907,other
conversation,evaluation,7,328,7.906,other
conversation,finally,5,58,7.9,other
conversation,gap,5,63,7.889,other
conversation,structured,5,68,7.879,other
conversation,strategy,6,207,7.879,other
conversation,profile,5,69,7.877,instrumental
conversation,optimal,5,69,7.877,other
conversation,filtering,5,71,7.873,other
conversation,able,5,72,7.871,other
conversation,capability,5,72,7.871,other
conversation,adapt,5,73,7.869,other
conversation,sequence,5,77,7.86,other
conversation,prediction,5,80,7.854,instrumental
conversation,number,5,88,7.838,other
conversation,select,5,94,7.826,other
conversation,component,5,94,7.826,other
conversation,long,5,95,7.824,other
conversation,contain,5,104,7.806,other
conversation,personalize,5,109,7.796,other
conversation,content,5,109,7.796,other
conversation,show,5,114,7.787,other
conversation,limitation,5,115,7.785,other
conversation,review,5,118,7.779,other
conversation,requirement,5,118,7.779,other
conversation,modeling,5,121,7.773,instrumental
conversation,allow,5,134,7.748,other
conversation,leverage,5,146,7.726,other
conversation,issue,5,161,7.698,other
conversation,stress,4,5,7.694,other
conversation,imitation,4,6,7.692,other
conversation,hutcrs,4,6,7.692,other
conversation,tscr,4,8,7.687,other
conversation,include,5,167,7.687,other
conversation,adaptability,4,15,7.671,other
conversation,s,4,16,7.669,other
conversation,coherent,4,18,7.665,other
conversation,dual,4,20,7.66,other
conversation,decide,4,22,7.656,other
conversation,release,4,23,7.653,other
conversation,likely,4,23,7.653,other
conversation,simulated,4,23,7.653,other
conversation,aware,5,189,7.648,other
conversation,sale,4,26,7.647,other
conversation,correlation,4,26,7.647,other
conversation,sentiment,4,27,7.645,other
conversation,naturally,4,28,7.642,other
conversation,encode,4,29,7.64,other
conversation,category,4,31,7.636,other
conversation,introduce,5,196,7.635,other
conversation,success,4,34,7.629,other
conversation,rank,4,42,7.612,other
conversation,characteristic,4,43,7.61,other
conversation,reward,4,43,7.61,instrumental
conversation,determine,4,43,7.61,other
conversation,usually,4,45,7.606,other
conversation,different,5,214,7.604,other
conversation,efficiently,4,46,7.603,other
conversation,recently,4,47,7.601,other
conversation,virtual,4,47,7.601,other
conversation,rating,4,47,7.601,instrumental
conversation,dynamically,4,48,7.599,other
conversation,sequential,4,50,7.595,other
conversation,exclusive,4,52,7.591,other
conversation,appropriate,4,53,7.588,other
conversation,individual,4,59,7.576,other
conversation,paradigm,4,65,7.563,other
conversation,particular,4,66,7.561,other
conversation,align,4,66,7.561,other
conversation,important,4,69,7.555,other
conversation,multimodal,4,69,7.555,other
conversation,solution,4,73,7.547,other
conversation,investigate,4,74,7.545,other
conversation,real,5,249,7.545,other
conversation,obtain,4,77,7.539,other
conversation,value,4,78,7.536,other
conversation,hierarchical,4,78,7.536,other
conversation,text,4,85,7.522,other
conversation,computational,4,86,7.52,other
conversation,elicitation,4,90,7.512,instrumental
conversation,structure,4,91,7.51,other
conversation,efficiency,4,93,7.506,other
conversation,orient,4,94,7.504,other
conversation,contextual,4,96,7.5,other
conversation,pre,4,104,7.484,other
conversation,large,5,310,7.448,other
conversation,train,4,134,7.426,other
conversation,recent,4,135,7.424,other
conversation,algorithm,4,140,7.415,other
conversation,application,4,142,7.411,other
conversation,compare,4,150,7.396,other
conversation,art,4,157,7.383,other
conversation,online,4,162,7.374,other
conversation,session,4,163,7.372,other
conversation,level,4,169,7.362,other
conversation,reasoning,4,178,7.345,other
conversation,explanation,4,181,7.34,other
conversation,present,4,207,7.294,other
conversation,constant,3,5,7.279,other
conversation,confine,3,5,7.279,other
conversation,majority,3,6,7.277,other
conversation,quantity,3,6,7.277,other
conversation,ended,3,6,7.277,other
conversation,equip,3,7,7.274,other
conversation,reasonable,3,7,7.274,other
conversation,ongoing,3,8,7.272,other
conversation,ambiguous,3,9,7.27,other
conversation,mimic,3,10,7.268,other
conversation,immediate,3,10,7.268,other
conversation,comprehensively,3,11,7.265,other
conversation,treat,3,11,7.265,other
conversation,yield,3,13,7.261,other
conversation,manually,3,13,7.261,other
conversation,uncover,3,14,7.259,other
conversation,grained,3,14,7.259,other
conversation,introduction,3,15,7.256,other
conversation,failure,3,15,7.256,other
conversation,planner,3,16,7.254,other
conversation,connect,3,16,7.254,other
conversation,purpose,3,17,7.252,other
conversation,physical,3,17,7.252,other
conversation,subsession,3,17,7.252,other
conversation,background,3,17,7.252,other
conversation,modality,3,19,7.247,other
conversation,transfer,3,20,7.245,other
conversation,subtask,3,20,7.245,other
conversation,element,3,20,7.245,other
conversation,final,3,21,7.243,other
conversation,promising,3,21,7.243,other
conversation,poi,3,22,7.241,other
conversation,bundle,3,22,7.241,other
conversation,respond,3,22,7.241,other
conversation,generally,3,22,7.241,other
conversation,ranking,3,22,7.241,other
conversation,tend,3,23,7.238,other
conversation,visual,3,26,7.232,other
conversation,direct,3,27,7.23,other
conversation,bridge,3,27,7.23,other
conversation,dependency,3,28,7.227,other
conversation,tail,3,28,7.227,other
conversation,one,3,28,7.227,other
conversation,complexity,3,29,7.225,other
conversation,look,3,29,7.225,other
conversation,confirm,3,30,7.223,other
conversation,dimension,3,30,7.223,other
conversation,co,3,30,7.223,other
conversation,situation,3,31,7.221,other
conversation,robot,3,31,7.221,other
conversation,initiative,3,31,7.221,other
conversation,sample,3,32,7.219,other
conversation,struggle,3,32,7.219,other
conversation,distribution,3,32,7.219,other
conversation,encoder,3,33,7.216,other
conversation,affect,3,33,7.216,other
conversation,tackle,3,35,7.212,other
conversation,great,3,35,7.212,other
conversation,memory,3,36,7.21,other
conversation,accord,3,37,7.208,other
conversation,crucial,3,37,7.208,other
conversation,tree,3,40,7.201,other
conversation,perspective,3,41,7.199,other
conversation,transformer,3,42,7.197,other
conversation,prior,3,42,7.197,other
conversation,simulate,3,42,7.197,instrumental
conversation,gain,3,43,7.195,other
conversation,retrieve,3,43,7.195,other
conversation,fully,3,44,7.193,other
conversation,critique,4,270,7.189,other
conversation,solve,3,46,7.188,other
conversation,remain,3,48,7.184,other
conversation,refine,3,49,7.182,other
conversation,advancement,3,49,7.182,other
conversation,signal,3,49,7.182,instrumental
conversation,addition,3,50,7.18,other
conversation,integration,3,50,7.18,other
conversation,optimize,3,52,7.176,instrumental
conversation,automatic,3,52,7.176,other
conversation,bandit,3,54,7.171,other
conversation,source,3,57,7.165,other
conversation,popularity,3,57,7.165,other
conversation,update,3,60,7.159,other
conversation,call,3,60,7.159,other
conversation,short,3,62,7.155,other
conversation,grain,3,64,7.15,other
conversation,code,3,66,7.146,other
conversation,research,4,304,7.136,other
conversation,rich,3,71,7.136,other
conversation,suggestion,3,75,7.128,other
conversation,elicit,3,79,7.119,instrumental
conversation,perform,3,81,7.115,other
conversation,setting,3,82,7.113,other
conversation,give,3,83,7.111,other
conversation,target,3,87,7.103,other
conversation,ability,3,89,7.099,other
conversation,reduce,3,90,7.097,other
conversation,require,3,92,7.093,other
conversation,deep,3,94,7.089,other
conversation,adaptive,3,94,7.089,other
conversation,complex,3,97,7.083,other
conversation,springer,3,103,7.071,other
conversation,benchmark,3,104,7.069,other
conversation,like,3,108,7.061,other
conversation,offer,3,109,7.059,other
conversation,way,3,110,7.057,other
conversation,build,3,117,7.044,other
conversation,satisfaction,3,123,7.032,other
conversation,experimental,3,125,7.028,other
conversation,available,3,125,7.028,other
conversation,traditional,3,130,7.019,other
conversation,llms,3,165,6.954,other
conversation,case,3,171,6.943,other
conversation,decision,3,200,6.891,other
conversation,dialog,3,212,6.871,other
conversational,recommender,1361,1608,13.484,other
conversational,system,1170,2217,13.056,other
conversational,recommendation,1056,2577,12.797,other
conversational,systems,364,358,12.14,other
conversational,crs,340,1150,11.663,other
conversational,base,297,1314,11.401,other
conversational,user,377,3342,11.1,other
conversational,aim,117,220,10.58,other
conversational,model,151,1070,10.526,instrumental
conversational,agent,113,268,10.502,other
conversational,propose,129,667,10.484,other
conversational,framework,116,411,10.461,other
conversational,multi,118,462,10.459,other
conversational,learning,115,425,10.441,instrumental
conversational,preference,144,1198,10.404,instrumental
conversational,knowledge,120,729,10.349,other
conversational,interaction,93,620,10.035,other
conversational,language,90,593,10.001,other
conversational,dataset,85,517,9.957,other
conversational,approach,85,550,9.94,other
conversational,improve,75,334,9.874,other
conversational,enhance,73,306,9.851,other
conversational,exist,72,295,9.837,other
conversational,large,70,310,9.788,other
conversational,feedback,70,377,9.751,instrumental
conversational,aware,62,189,9.682,other
conversational,dialogue,73,739,9.628,other
conversational,method,65,502,9.578,other
conversational,study,61,360,9.562,other
conversational,search,55,126,9.546,other
conversational,task,60,397,9.518,other
conversational,provide,59,460,9.46,other
conversational,paper,58,425,9.454,other
conversational,design,54,286,9.427,other
conversational,critiquing,51,207,9.389,other
conversational,information,57,509,9.385,other
conversational,crss,47,46,9.368,other
conversational,graph,53,363,9.357,other
conversational,novel,47,218,9.265,other
conversational,present,45,207,9.209,other
conversational,context,44,262,9.145,other
conversational,develop,42,174,9.128,other
conversational,interest,45,377,9.114,other
conversational,key,41,158,9.103,other
conversational,product,46,464,9.099,other
conversational,modeling,40,121,9.09,instrumental
conversational,focus,40,161,9.066,other
conversational,research,42,304,9.054,other
conversational,introduce,40,196,9.045,other
conversational,recent,39,135,9.045,other
conversational,llm,41,261,9.044,other
conversational,development,38,105,9.025,other
conversational,retrieval,39,171,9.023,other
conversational,domain,41,298,9.023,other
conversational,critique,40,270,9.003,other
conversational,support,38,182,8.979,other
conversational,human,39,283,8.959,other
conversational,end,37,167,8.95,other
conversational,generation,38,258,8.936,other
conversational,challenge,38,264,8.932,other
conversational,strategy,37,207,8.926,other
conversational,elicitation,35,90,8.916,instrumental
conversational,address,37,252,8.901,other
conversational,new,36,205,8.888,other
conversational,conversation,42,628,8.884,other
conversational,item,46,907,8.883,other
conversational,work,36,236,8.87,other
conversational,multimodal,33,69,8.843,other
conversational,evaluation,36,328,8.818,other
conversational,explore,33,128,8.808,other
conversational,personalized,33,149,8.795,other
conversational,term,34,225,8.794,other
conversational,llms,33,165,8.786,other
conversational,reasoning,33,178,8.778,other
conversational,quality,33,233,8.746,other
conversational,build,31,117,8.724,other
conversational,bandit,30,54,8.715,other
conversational,real,32,249,8.693,other
conversational,performance,32,295,8.667,other
conversational,collaborative,30,138,8.664,other
conversational,scenario,30,157,8.653,other
conversational,interactive,30,161,8.651,other
conversational,recommend,30,296,8.573,other
conversational,enable,28,148,8.559,other
conversational,case,28,171,8.545,other
conversational,policy,27,101,8.535,instrumental
conversational,recommendations,26,30,8.524,other
conversational,emerge,26,57,8.507,other
conversational,drive,26,89,8.487,other
conversational,round,25,77,8.438,other
conversational,ai,25,108,8.419,other
conversational,increase,25,121,8.411,other
conversational,allow,25,134,8.404,other
conversational,technique,25,149,8.395,other
conversational,need,26,264,8.385,other
conversational,hierarchical,24,78,8.379,other
conversational,explanation,25,181,8.376,other
conversational,experience,25,194,8.368,other
conversational,natural,26,302,8.363,other
conversational,generate,26,357,8.333,other
conversational,setting,23,82,8.315,other
conversational,demonstrate,25,290,8.313,other
conversational,chatbot,23,127,8.288,other
conversational,state,24,239,8.283,other
conversational,models,22,72,8.257,other
conversational,current,23,188,8.252,other
conversational,decision,23,200,8.245,other
conversational,reinforcement,22,93,8.244,other
conversational,datum,24,320,8.238,other
conversational,movie,22,110,8.234,other
conversational,help,22,132,8.22,other
conversational,effective,22,148,8.211,other
conversational,dynamic,22,157,8.206,other
conversational,year,21,53,8.201,other
conversational,problem,22,182,8.191,other
conversational,potential,22,190,8.186,other
conversational,turn,22,193,8.184,other
conversational,diversity,21,92,8.177,other
conversational,contextual,21,96,8.175,other
conversational,guide,21,101,8.172,other
conversational,learn,22,224,8.167,instrumental
conversational,interact,21,116,8.163,other
conversational,use,22,242,8.156,other
conversational,workshop,20,43,8.137,other
conversational,call,20,60,8.127,other
conversational,adaptive,20,94,8.106,other
conversational,data,20,104,8.1,instrumental
conversational,question,21,226,8.098,other
conversational,algorithm,20,140,8.078,other
conversational,assistant,19,35,8.068,other
conversational,goal,20,168,8.062,other
conversational,evaluate,20,179,8.055,other
conversational,traditional,19,130,8.01,other
conversational,leverage,19,146,8.001,other
conversational,prompt,19,147,8.0,other
conversational,preferences,18,19,8.0,instrumental
conversational,multiple,19,152,7.997,other
conversational,issue,19,161,7.992,other
conversational,response,20,294,7.989,other
conversational,centric,18,40,7.987,other
conversational,interface,18,79,7.963,other
conversational,facilitate,18,84,7.96,other
conversational,effect,18,96,7.953,other
conversational,e,18,109,7.945,other
conversational,effectively,18,129,7.933,other
conversational,understand,18,131,7.932,other
conversational,intent,18,132,7.931,instrumental
conversational,topic,18,134,7.93,other
conversational,result,20,404,7.929,other
conversational,feature,19,283,7.921,instrumental
conversational,integrate,18,152,7.919,other
conversational,experiment,19,300,7.912,other
conversational,include,18,167,7.91,other
conversational,capture,18,167,7.91,instrumental
conversational,implicit,17,68,7.887,other
conversational,impact,17,92,7.873,other
conversational,kars,16,19,7.83,other
conversational,agents,16,20,7.829,other
conversational,recipe,16,24,7.827,other
conversational,filter,16,57,7.806,other
conversational,name,16,63,7.803,other
conversational,history,16,86,7.789,other
conversational,efficiency,16,93,7.784,other
conversational,outperform,16,109,7.775,other
conversational,offer,16,109,7.775,other
conversational,way,16,110,7.774,other
conversational,incorporate,16,120,7.768,other
conversational,train,16,134,7.76,other
conversational,attribute,17,286,7.759,instrumental
conversational,online,16,162,7.743,other
conversational,effectiveness,16,166,7.741,other
conversational,explainable,15,37,7.726,other
conversational,representation,16,196,7.723,instrumental
conversational,realistic,15,48,7.719,other
conversational,high,16,203,7.719,other
conversational,process,16,210,7.715,other
conversational,ontology,15,66,7.708,other
conversational,important,15,69,7.706,other
conversational,commerce,15,84,7.697,other
conversational,functional,15,92,7.692,other
conversational,service,15,92,7.692,other
conversational,personalize,15,109,7.682,other
conversational,limitation,15,115,7.678,other
conversational,network,15,117,7.677,other
conversational,tutorial,14,24,7.634,other
conversational,planning,14,36,7.627,other
conversational,fusion,14,46,7.621,other
conversational,advance,14,45,7.621,other
conversational,sequential,14,50,7.618,other
conversational,hypergraph,14,56,7.614,other
conversational,able,14,72,7.605,other
conversational,adapt,14,73,7.604,other
conversational,selection,14,80,7.6,other
conversational,simulator,14,83,7.598,instrumental
conversational,long,14,95,7.591,other
conversational,historical,14,98,7.589,other
conversational,specifically,14,99,7.588,other
conversational,review,14,118,7.577,other
conversational,analysis,14,121,7.575,other
conversational,world,14,131,7.569,other
conversational,application,14,142,7.562,other
conversational,fine,14,143,7.562,other
conversational,compare,14,150,7.558,other
conversational,area,13,41,7.517,other
conversational,hybrid,13,40,7.517,other
conversational,unified,13,46,7.514,other
conversational,increasingly,13,45,7.514,other
conversational,augment,13,48,7.512,other
conversational,simulation,13,58,7.506,instrumental
conversational,form,13,69,7.5,other
conversational,extract,13,77,7.495,instrumental
conversational,elicit,13,79,7.493,instrumental
conversational,number,13,88,7.488,other
conversational,combine,13,92,7.486,other
conversational,mechanism,13,97,7.482,other
conversational,open,13,131,7.462,other
conversational,behavior,13,134,7.46,other
conversational,query,13,150,7.451,instrumental
conversational,consider,13,151,7.45,other
conversational,dialog,13,212,7.414,other
conversational,users,12,20,7.414,other
conversational,augmented,12,30,7.408,other
conversational,matthew,12,30,7.408,other
conversational,major,12,32,7.407,other
conversational,crucial,12,37,7.404,other
conversational,alleviate,12,39,7.403,other
conversational,augmentation,12,41,7.401,other
conversational,recently,12,47,7.398,other
conversational,music,12,55,7.393,other
conversational,community,12,54,7.393,other
conversational,intelligent,12,54,7.393,other
conversational,engage,12,61,7.389,other
conversational,role,12,62,7.388,other
conversational,particular,12,66,7.386,other
conversational,sequence,12,77,7.379,other
conversational,efficient,12,77,7.379,other
conversational,find,12,138,7.342,other
conversational,achieve,12,153,7.333,other
conversational,art,12,157,7.331,other
conversational,different,12,214,7.298,other
conversational,recommenders,11,15,7.292,other
conversational,tracking,11,18,7.29,other
conversational,empower,11,19,7.29,other
conversational,attract,11,22,7.288,other
conversational,promising,11,21,7.288,other
conversational,gain,11,43,7.275,other
conversational,personalization,11,47,7.272,other
conversational,contrastive,11,50,7.27,other
conversational,appropriate,11,53,7.268,other
conversational,apply,11,62,7.263,other
conversational,paradigm,11,65,7.261,other
conversational,investigate,11,74,7.255,other
conversational,exploit,11,81,7.251,other
conversational,text,11,85,7.249,other
conversational,ability,11,89,7.246,other
conversational,require,11,92,7.245,other
conversational,understanding,11,91,7.245,other
conversational,bias,11,93,7.244,other
conversational,attention,11,116,7.23,other
conversational,requirement,11,118,7.229,other
conversational,well,11,124,7.225,other
conversational,type,11,143,7.214,other
conversational,make,11,163,7.202,other
conversational,acm,11,168,7.199,other
conversational,semantic,11,207,7.176,other
conversational,s,10,16,7.154,other
conversational,contexts,10,23,7.15,other
conversational,voice,10,30,7.145,other
conversational,grow,10,32,7.144,other
conversational,ground,10,37,7.141,other
conversational,survey,10,40,7.139,other
conversational,path,10,44,7.136,other
conversational,assist,10,45,7.136,other
conversational,collect,10,56,7.129,other
conversational,involve,10,56,7.129,other
conversational,non,10,57,7.128,other
conversational,create,10,57,7.128,other
conversational,tool,10,61,7.126,other
conversational,exploration,10,61,7.126,other
conversational,example,10,65,7.123,other
conversational,architecture,10,71,7.12,other
conversational,capability,10,72,7.119,other
conversational,compound,10,75,7.117,other
conversational,limited,10,75,7.117,other
conversational,lack,10,85,7.111,other
conversational,previous,10,103,7.1,other
conversational,action,10,112,7.095,other
conversational,construct,10,115,7.093,other
conversational,available,10,125,7.087,other
conversational,significantly,10,125,7.087,other
conversational,relevant,10,137,7.08,other
conversational,copyright,10,152,7.071,other
conversational,entity,10,181,7.054,other
conversational,time,10,190,7.049,other
conversational,toolkit,9,16,7.002,other
conversational,bring,9,21,6.999,other
conversational,sparse,9,20,6.999,other
conversational,act,9,24,6.997,other
conversational,enhanced,9,24,6.997,other
conversational,tree,9,40,6.987,other
conversational,travel,9,42,6.986,other
conversational,transformer,9,42,6.986,other
conversational,refine,9,49,6.981,other
conversational,implement,9,55,6.978,other
conversational,analyze,9,58,6.976,other
conversational,grain,9,64,6.972,other
conversational,technology,9,66,6.971,other
conversational,view,9,71,6.968,other
conversational,filtering,9,71,6.968,other
conversational,perform,9,81,6.962,other
conversational,predict,9,81,6.962,instrumental
conversational,deep,9,94,6.954,other
conversational,orient,9,94,6.954,other
conversational,show,9,114,6.942,other
conversational,baseline,9,114,6.942,other
conversational,set,9,155,6.917,other
conversational,pivotal,8,5,6.839,other
conversational,prompting,8,9,6.836,other
conversational,guided,8,13,6.834,other
conversational,promotion,8,12,6.834,other
conversational,planner,8,16,6.832,other
conversational,sampling,8,20,6.829,other
conversational,proactively,8,26,6.826,other
conversational,heterogeneous,8,29,6.824,other
conversational,opportunity,8,30,6.823,other
conversational,essential,8,35,6.82,other
conversational,rule,8,39,6.818,other
conversational,play,8,39,6.818,other
conversational,environment,8,40,6.817,other
conversational,comparison,8,42,6.816,other
conversational,direction,8,41,6.816,other
conversational,validate,8,48,6.812,other
conversational,consumer,8,49,6.811,other
conversational,rs,8,53,6.809,other
conversational,especially,8,54,6.808,other
conversational,popularity,8,57,6.806,other
conversational,step,8,59,6.805,other
conversational,relate,8,69,6.799,other
conversational,accurate,8,74,6.796,other
conversational,value,8,78,6.794,other
conversational,self,8,77,6.794,other
conversational,group,8,82,6.791,other
conversational,hold,8,90,6.786,other
conversational,social,8,94,6.784,other
conversational,suggest,8,93,6.784,other
conversational,diverse,8,94,6.784,other
conversational,aspect,8,97,6.782,other
conversational,like,8,108,6.775,other
conversational,conduct,8,116,6.771,other
conversational,significant,8,132,6.761,other
conversational,utilize,8,134,6.76,other
conversational,specific,8,145,6.753,other
conversational,author,8,159,6.745,other
conversational,extensive,8,161,6.744,other
conversational,session,8,163,6.743,other
conversational,accuracy,8,166,6.741,other
conversational,bandits,7,7,6.645,other
conversational,simulators,7,7,6.645,other
conversational,seeking,7,10,6.643,other
conversational,free,7,14,6.641,other
