node,collocate,cooc,coll_freq,logDice,register
conversation,refine,3,49,7.182,other
conversation,advancement,3,49,7.182,other
conversation,signal,3,49,7.182,instrumental
conversation,addition,3,50,7.18,other
conversation,integration,3,50,7.18,other
conversation,optimize,3,52,7.176,instrumental
conversation,automatic,3,52,7.176,other
conversation,bandit,3,54,7.171,other
conversation,source,3,57,7.165,other
conversation,popularity,3,57,7.165,other
conversation,update,3,60,7.159,other
conversation,call,3,60,7.159,other
conversation,short,3,62,7.155,other
conversation,grain,3,64,7.15,other
conversation,code,3,66,7.146,other
conversation,research,4,304,7.136,other
conversation,rich,3,71,7.136,other
conversation,suggestion,3,75,7.128,other
conversation,elicit,3,79,7.119,instrumental
conversation,perform,3,81,7.115,other
conversation,setting,3,82,7.113,other
conversation,give,3,83,7.111,other
conversation,target,3,87,7.103,other
conversation,ability,3,89,7.099,other
conversation,reduce,3,90,7.097,other
conversation,require,3,92,7.093,other
conversation,deep,3,94,7.089,other
conversation,adaptive,3,94,7.089,other
conversation,complex,3,97,7.083,other
conversation,springer,3,103,7.071,other
conversation,benchmark,3,104,7.069,other
conversation,like,3,108,7.061,other
conversation,offer,3,109,7.059,other
conversation,way,3,110,7.057,other
conversation,build,3,117,7.044,other
conversation,satisfaction,3,123,7.032,other
conversation,experimental,3,125,7.028,other
conversation,available,3,125,7.028,other
conversation,traditional,3,130,7.019,other
conversation,llms,3,165,6.954,other
conversation,case,3,171,6.943,other
conversation,decision,3,200,6.891,other
conversation,dialog,3,212,6.871,other
